Ortet,Index,Rank,EBV_dbh,acc_dbh,EBV_brh,acc_brh,EBV_str,acc_str,EBV_den,acc_den,EBV_pme,acc_pme,EBV_dothi,acc_dothi,Female,Male
3181297,1199,3842,17.45741494,0.785792594,0.56988713,0.840512344,0.739110238,0.804343832,-6.441469191,0.849182548,0.234467255,0.74886848,-5.123754167,0.829347937,2003204,2003218
3182455,1199,3843,2.756807266,0.795210664,0.68543622,0.852183666,0.492850598,0.805780367,-0.429934095,0.843704332,1.02165013,0.73125782,-10.65110911,0.807576622,2006210,2006211
3190468,1199,3844,7.32354834,0.746625743,0.783879741,0.816813932,0.477740073,0.787071788,18.90453149,0.81505828,0.259974372,0.807838474,-8.842741719,0.820743565,2004057,2004061
3190484,1199,3845,12.04841887,0.74042893,1.288165649,0.815939949,0.541660068,0.782846728,17.107774,0.813111923,-0.338050726,0.80536948,-7.630449209,0.813901714,2004061,2004062
3190507,1199,3846,11.38750417,0.72322818,1.408444121,0.807777816,0.806411992,0.769162532,15.5596385,0.803799726,-0.274131686,0.795023899,-2.630429178,0.806705027,2004062,2004064
315610,1198,3847,17.44607243,0.767841781,0.624695239,0.781868915,0.448354518,0.790416346,-17.4811186,0.822147189,0.344242144,0.838687665,NA,NA,2004035,2003025
397152,1198,3848,19.45364746,0.77469736,1.086376201,0.824542904,0.242567932,0.801468028,-17.77374335,0.880224971,-0.128562689,0.821670859,NA,NA,850101,NA
3190090,1198,3849,4.465391434,0.721963295,0.705695493,0.773540561,1.030576511,0.741477579,-20.39635128,0.784994904,1.402828888,0.76872687,-1.585026293,0.774616679,2003059,2003084
314198,1197,3850,16.83408993,0.757131428,0.788687701,0.753806341,0.532129906,0.739641129,-1.639296707,0.789039289,-0.003752401,0.731319356,-1.56502027,0.775327673,2003369,2004010
317140,1197,3851,12.54598441,0.802024937,0.410159887,0.857280584,0.09963469,0.817947431,2.537124691,0.86732174,0.351415135,0.822624459,-4.899114032,0.796168952,2006220,2006240
317865,1197,3852,-4.455626004,0.792147082,0.799220239,0.846460867,0.276167698,0.804390452,10.50000027,0.843062275,1.192248393,0.728917005,-3.750666421,0.791918556,2006237,2006195
