Tree,Fcln,Mcln
313632,2004006,2003047
313633,2004006,2003047
313634,2004006,2003047
313635,2004006,2003047
313636,2004006,2003047
313637,2004006,2003047
313638,2003018,2004010
313639,2003018,2004010
313640,2003018,2004010
313641,2003018,2004010
313642,2003018,2004010
313643,2003018,2004010
313644,2003018,2004010
313645,2003018,2004010
313646,2003018,2004010
313647,2003018,2004010
313648,2003018,2004010
313649,2003018,2004010
313650,2003176,2004024
313651,2003176,2004024
313652,2003176,2004024
313653,2003176,2004024
313654,2003176,2004024
313655,2003176,2004024
313656,2003176,2004024
313657,2003176,2004024
313658,2003176,2004024
313659,2003176,2004024
313660,2003176,2004024
313661,2003176,2004024
313662,2003371,2004048
313663,2003371,2004048
313664,2003371,2004048
313665,2003371,2004048
313666,2003371,2004048
313667,2003371,2004048
313668,2003371,2004048
313669,2003371,2004048
313670,2003371,2004048
313671,2003299,2003232
313672,2003371,2004048
313673,2003371,2004048
313674,2003232,2003217
313675,2003232,2003217
313676,2003232,2003217
313677,2003232,2003217
313678,2003232,2003217
313679,2003232,2003217
313680,2003232,2003217
313681,2003232,2003217
313682,2003232,2003217
313683,2003232,2003217
313684,2003232,2003217
313685,2003232,2003217
313686,2003181,2003217
313687,2003181,2003217
313688,2003181,2003217
313689,2003181,2003217
313690,2003181,2003217
313691,2003181,2003217
313692,2003181,2003217
313693,2003181,2003217
313694,2003181,2003217
313695,2004032,2003176
313696,2003181,2003217
313697,2003181,2003217
313698,2003232,2003372
313699,2003232,2003372
313700,2003232,2003372
313701,2003161,2004028
313702,2003232,2003372
313703,2003232,2003372
313704,2003161,2004028
313705,2003232,2003372
313706,2003232,2003372
313707,2003232,2003372
313708,2003232,2003372
313709,2003232,2003372
313710,2004011,2003318
313711,2004011,2003318
313712,2004011,2003318
313713,2004011,2003318
313714,2004011,2003318
313715,2004011,2003318
313716,2004011,2003318
313717,2004011,2003318
313718,2004011,2003318
313719,2004011,2003318
313720,2004011,2003318
314001,2004020,2003098
314002,2004020,2003098
314003,2004020,2003098
314004,2004020,.
314005,2004020,2003098
314006,2004020,2003098
314007,2004020,2003098
314008,2004020,2003098
314009,2004020,.
314010,2004020,2003098
314011,2004020,2003098
314012,2004020,2003163
314013,2004045,.
314014,2004045,2003303
314015,2004045,2003303
314016,2004045,.
314017,2004045,2004078
314018,2004045,.
314019,2004045,.
314020,2004045,.
314021,2004045,2004008
314022,2004045,.
314023,2004045,.
314024,2004045,.
314025,2004045,2003047
314026,2003299,2003303
314027,2003299,2004028
314028,2003299,2003135
314029,2003299,2003135
314030,2003299,.
314031,2003299,2004028
314032,2003299,2004028
314033,2003299,2004028
314034,2003299,2003232
314035,2003299,2004028
314036,2003299,2004028
314037,2003299,2003135
314038,2003299,.
314040,2004074,2003098
314041,2004074,.
314042,2004074,.
314043,2004074,.
314044,2004074,2003098
314045,2004074,.
314046,2004074,.
314047,2004074,.
314048,2004074,.
314049,2004074,2003098
314050,2004074,.
314051,2004074,.
314052,2003303,.
314054,2003303,.
314055,2003303,.
314056,2003303,2003021
314057,2003303,2004028
314058,2003303,.
314059,2003303,.
314060,2003303,.
314061,2003303,2003186
314062,2003303,.
314063,2003303,.
314064,2003150,2004032
314065,2003150,2004032
314066,2003150,2004032
314067,2003150,2004032
314068,2003150,2004032
314069,2003150,2004032
314070,2003150,2004032
314071,2003150,2004032
314072,2003150,2004032
314073,2003150,2004032
314074,2003150,2004032
314075,2003150,2004032
314076,2003150,2004032
314077,2003371,2004018
314078,2003371,2004018
314079,2003371,2004018
314080,2003371,2004018
314081,2003371,2004018
314082,2003371,2004018
314083,2003371,2004018
314084,2003371,2004018
314085,2003371,2004018
314086,2003371,2004018
314087,2003371,2004018
314088,2003259,2004002
314089,2003259,2004002
314090,2003259,2004002
314091,2003259,2004002
314092,2003259,2004002
314093,2003259,2004002
314094,2003259,2004002
314095,2003259,2004002
314096,2003259,2004002
314097,2003259,2004002
314098,2003259,2004002
314099,2003259,2004002
314100,2003259,2004002
314101,2003101,2003135
314102,2003101,2004020
314103,2003101,.
314104,2003101,2004020
314105,2003101,2004020
314106,2003101,2004020
314107,2003101,2004020
314108,2003101,2004020
314109,2003101,2004020
314110,2003101,2004020
314111,2003101,2003371
314112,2003101,.
314114,2003047,.
314115,2003047,2004013
314116,2003047,2004013
314117,2003047,2004013
314118,2003047,2004013
314119,2003047,2004013
314120,2003047,2004013
314121,2003047,2004013
314122,2003047,2004013
314123,2003047,2004013
314124,2003047,2004013
314126,2003161,2004028
314127,2003161,2004028
314128,2003161,2004028
314129,2003161,2004028
314130,2003161,2004028
314131,2003161,2004028
314133,2003161,2004028
314134,2003161,2004028
314135,2003161,2004028
314138,2003161,2004028
314139,2003161,2004028
314140,2003161,2004028
314141,2003161,2004028
314142,2003161,2004028
314143,2003161,2004028
314144,2003259,2004035
314146,2003259,2004035
314147,2003259,2004035
314148,2003259,2004035
314149,2003259,2004035
314150,2003259,2004035
314151,2003259,2004035
314152,2003259,2004035
314153,2003259,2004035
314154,2003259,2004035
314155,2003259,2004035
314156,2004070,2004018
314157,2004070,.
314158,2004070,.
314159,2004070,2003021
314160,2004070,2004024
314161,2004070,.
314162,2004070,.
314163,2004070,2004045
314164,2004070,.
314165,2004070,.
314166,2004070,.
314167,2004070,.
314168,2003217,2004048
314169,2003217,.
314170,2003217,2004048
314171,2003217,.
314172,2003217,.
314173,2003217,2003224
314174,2003217,.
314176,2003217,2004048
314177,2003217,.
314178,2003217,.
314179,2003217,.
314180,2003217,.
314181,2003371,2004046
314182,2003371,2004046
314183,2003371,2004046
314184,2003371,2004046
314185,2003371,2004046
314186,2003371,2004046
314187,2003371,2004046
314188,2003371,2004046
314189,2003371,2004046
314190,2003371,2004046
314191,2003371,2004046
314192,2003371,2004046
314194,2003369,.
314195,2003369,2004010
314196,2003369,.
314197,2003369,2004010
314198,2003369,2004010
314199,2003369,.
314200,2003369,.
314201,2003369,2004010
314202,2003369,2004010
314203,2003369,2004010
314204,2003369,2004010
314205,2003369,2004024
314206,2003369,2004024
314207,2004002,2004006
314208,2004002,.
314209,2004002,2003018
314210,2004002,.
314211,2004002,2004006
314212,2004002,2003018
314213,2004002,2003018
314214,2004002,2003018
314215,2004002,.
314216,2004002,2003018
314217,2004002,2003018
314218,2004002,2003018
314219,2004002,2003018
314220,2003400,2004078
314221,2003400,2004078
314222,2003400,2004078
314223,2003400,2004078
314224,2003400,2004078
314225,2003400,2004078
314226,2003400,2004078
314227,2003400,2004032
314228,2003400,2004078
314229,2003400,2004078
314230,2003400,2004078
314231,2003400,2004018
314232,2003400,.
314233,2003400,2004078
314234,2003163,.
314235,2003163,2004033
314236,2003163,2004033
314237,2003163,.
314238,2003163,.
314239,2003163,.
314240,2003163,.
314241,2003163,2003176
314242,2003163,.
314243,2003163,2004033
314245,2003163,2003161
314246,2003369,.
314247,2003369,2004018
314248,2003369,2004018
314249,2003369,2004018
314250,2003369,2004018
314251,2003369,2003186
314252,2003369,2004018
314253,2003369,2004018
314254,2003369,2004018
314255,2003369,2004018
314256,2003369,.
314257,2003369,2004018
314258,2003232,2003221
314259,2003232,2003221
314260,2003232,2003221
314261,2003232,2003221
314262,2003232,2003221
314263,2003232,2003221
314264,2003232,2003221
314265,2003232,2003221
314266,2003232,2003221
314267,2003232,2003221
314268,2003232,2003221
314269,2003232,2003221
314270,2004023,2003327
314272,2004023,2003327
314273,2004023,2003327
314274,2004023,2003327
314275,2004023,2003327
314276,2004023,2003327
314277,2003327,2004018
314278,2003327,2004018
314279,2003327,2004018
314280,2003327,2004018
314281,2003327,2004018
314282,2003327,2004018
314283,2003327,2004018
314284,2003327,2004018
314285,2003327,2004018
314286,2003327,2004018
314288,2004046,2004024
314289,2004046,.
314290,2004046,2003021
314291,2004046,.
314292,2004046,.
314293,2004046,.
314294,2004046,2003372
314295,2004046,.
314296,2004046,2003372
314297,2004046,2003372
314298,2004046,.
314299,2004046,2003217
314300,2004046,2003217
314301,2004046,2003217
314302,2004046,2003217
314303,2004046,2003217
314304,2004046,2003217
314305,2004046,2003217
314306,2004046,2003217
314307,2004046,2003217
314308,2004046,2003217
314309,2004046,2003217
314311,2004046,2003217
314312,2004046,2003217
314313,2003150,2004035
314314,2003150,2004035
314315,2003150,2004035
314316,2003150,2004035
314317,2003150,2004035
314318,2003150,2004035
314319,2003150,2004035
314320,2003150,2004035
314321,2003150,2004035
314322,2003150,2004035
314323,2003150,2004035
314324,2003150,2004035
314325,2004010,2003047
314326,2004010,2003047
314328,2004010,2003047
314329,2004010,2003047
314330,2004010,2003047
314331,2004010,2003047
314332,2004010,2003047
314333,2004010,2003047
314334,2004010,2003047
314335,2004010,2003047
314336,2004010,2003047
314337,2004003,.
314338,2004003,2003025
314339,2004003,2004013
314340,2004003,.
314341,2004003,2003025
314342,2004003,2004013
314343,2004003,2003025
314344,2004003,.
314345,2004003,.
314346,2004003,2003025
314347,2004003,2003025
314348,2004003,2004013
314349,2004003,.
314350,2003135,2004021
314351,2003135,2004074
314352,2003135,2004074
314353,2003135,2004074
314354,2003135,2004021
314355,2003135,2004021
314356,2003135,2004074
314357,2003135,2004074
314358,2003135,2004074
314359,2003135,2004021
314360,2003135,2004074
314361,2003135,2004074
314362,2003072,2004024
314363,2003072,2004024
314364,2003072,2004024
314365,2003072,2004024
314366,2003072,2004024
314367,2003072,2004024
314368,2003072,2004024
314369,2003072,2004024
314370,2003072,2004024
314371,2003072,2004024
314372,2003072,2004024
314373,2003072,2004024
314374,2003072,2004024
314375,2003072,2004024
314376,2004020,2004018
314377,2003259,2004006
314378,2003259,2004006
314379,2003259,2004006
314380,2003259,2004006
314381,2003259,2004006
314382,2003259,2004006
314383,2003259,2004006
314384,2003259,2004006
314385,2003259,2004006
314386,2003259,2004006
314387,2003259,2004006
314388,2004002,2003224
314389,2003318,2004043
314390,2004002,2003224
314391,2003318,.
314392,2004002,2003224
314393,2004002,2003224
314394,2003318,.
314395,2003318,.
314396,2004002,2003224
314397,2004002,2003224
314398,2003318,.
314399,2003318,2004070
314400,2004003,.
314401,2004003,2003259
314402,2004003,2003259
314403,2004003,2003259
314404,2004003,2003259
314405,2004003,.
314406,2004003,2003259
314407,2004003,2003259
314408,2004003,2003259
314409,2004003,.
314410,2004003,2003259
314411,2004003,2003259
314412,2004011,.
314413,2004011,.
314414,2004011,.
314415,2004011,.
314416,2004011,.
314417,2004011,.
314418,2004011,.
314419,2004011,.
314420,2004011,.
314421,2004011,2003095
314422,2004011,.
314423,2004011,.
314424,2004033,2003224
314425,2004033,2003224
314426,2004033,2003224
314427,2004033,2003224
314428,2004033,2003224
314429,2004033,2003224
314430,2004033,2003224
314431,2004033,2003224
314432,2004033,2003224
314433,2004033,2003224
314434,2004033,2003224
314435,2004033,2003224
314436,2004033,2003224
314437,2003025,.
314438,2003025,.
314439,2003025,.
314440,2003025,.
314441,2003025,2003327
314442,2003025,2003021
314443,2003025,2004035
314444,2003025,2003021
314445,2003025,.
314446,2003025,.
314447,2003025,.
314448,2003025,.
314449,2003327,2004074
314450,2003327,2004074
314451,2003327,2004074
314452,2003327,2004074
314453,2003327,2004074
314454,2003327,2004074
314455,2003327,2004074
314456,2003327,2004074
314457,2003327,2004074
314458,2003327,2004074
314459,2003327,2004074
314460,2003327,2004074
314461,2003072,.
314462,2003072,.
314463,2003072,2003224
314464,2003072,.
314465,2003072,.
314466,2003072,2003318
314467,2003072,.
314468,2003072,2004013
314469,2003072,2004013
314470,2003072,2004013
314471,2003072,2004013
314472,2003072,.
314473,2004010,2003150
314474,2004010,.
314475,2004010,2003150
314476,2004010,2003150
314477,2004010,.
314478,2004010,2003150
314479,2004010,2003150
314480,2004010,2003150
314481,2004010,.
314482,2004010,.
314483,2004010,.
314484,2004010,.
314485,2004048,2003371
314486,2003224,2004035
314487,2003224,2004035
314488,2003224,2004035
314489,2003224,2004035
314490,2003224,2004035
314491,2003224,2004035
314492,2003224,2004035
314493,2003224,2004035
314494,2003224,2004035
314495,2003224,2004035
314496,2003224,2004035
314497,2004016,.
314498,2004016,2004018
314499,2004016,.
314500,2004016,2004018
314501,2004016,2004074
314502,2004016,.
314503,2004016,.
314504,2004016,.
314505,2004016,.
314506,2004016,.
314507,2004016,2003299
314508,2004016,2004018
314509,2004016,.
314510,2004016,.
314511,2004063,.
314512,2004063,2004010
314513,2004063,.
314514,2004063,.
314515,2004063,.
314517,2004063,2004022
314518,2004063,.
314519,2004063,2004024
314520,2004063,.
314521,2004063,2003372
314522,2004070,2003101
314523,2004070,2003101
314524,2004070,2003101
314525,2004070,2003101
314526,2004070,2003101
314527,2004070,2003101
314528,2004070,2003101
314529,2004070,2003101
314530,2004070,2003101
314531,2004070,2003101
314532,2004070,2003101
314533,2004070,2003101
314534,2004070,2003101
314535,2004070,2003101
314536,2003221,2004006
314537,2003221,2004006
314538,2003221,.
314539,2003221,.
314540,2003221,.
314541,2003221,.
314542,2003025,2003221
314543,2003221,.
314544,2003221,2003025
314545,2003221,2003025
314546,2003221,.
314547,2003221,.
314548,2004045,2003299
314549,2004045,2003299
314550,2004045,2003299
314551,2004045,2003299
314552,2004045,2003299
314553,2004045,2003299
314554,2004045,2003299
314555,2004045,2003299
314556,2004045,2003299
314558,2003176,2004032
314559,2003176,2004032
314560,2003176,2004032
314561,2003176,2004032
314562,2003176,2004032
314563,2003176,2004032
314564,2003176,2004032
314565,2003176,2004032
314566,2003176,2004032
314567,2003176,2004032
314568,2003176,2004032
314569,2003176,2004032
314570,2003176,2004032
314571,2004078,2003021
314572,2004078,2003021
314573,2004078,2003021
314574,2004020,2003021
314575,2004020,2003021
314576,2004078,2003021
314577,2004078,2003021
314578,2003101,2004020
314579,2004078,2003021
314580,2004078,2003021
314581,2004078,2003021
314582,2004078,2003021
314583,2003369,2004046
314584,2003369,2004046
314585,2003369,2004046
314586,2003369,2004046
314587,2003369,2004046
314588,2003369,2004046
314589,2003369,2004046
314590,2003369,2004046
314591,2003369,2004046
314592,2003369,2004046
314593,2003369,2004046
314594,2003369,2004046
314595,2004008,2003047
314596,2004008,2003047
314597,2004008,2003047
314598,2004008,2003047
314599,2004045,2003299
314600,2004008,2003047
314601,2004008,2003047
314602,2004008,2003047
314603,2004008,2003047
314604,2004008,2003047
314605,2004008,2003047
314606,2004008,2003047
314607,2004003,2003018
314608,2004003,2003018
314609,2003400,2004011
314610,2004003,2003018
314611,2004003,2003018
314612,2004003,2003018
314613,2004003,2003018
314614,2004003,2003018
314615,2004003,2003018
314616,2004003,2003018
314617,2004003,2003018
314618,2004003,2003018
314619,2004023,2003299
314620,2004023,2003299
314621,2004023,2003299
314622,2004023,2003299
314623,2004023,2003299
314624,2004023,2003299
314625,2004023,2003299
314626,2004023,2003299
314627,2004023,2003299
314628,2004023,2003299
314630,2004023,2003299
314631,2003095,2004020
314632,2003095,2004020
314633,2003095,2004020
314634,2003095,2004020
314635,2003095,2004020
314636,2003095,2004020
314637,2003095,2004020
314638,2003095,2004020
314640,2003095,2004020
314641,2003095,2004020
314642,2003095,2004020
314643,2003095,2004020
314644,2003072,2004010
314645,2003072,2004010
314646,2003072,2004010
314647,2003072,2004010
314648,2003072,2004010
314649,2003072,2004010
314650,2003072,2004010
314651,2003072,2004010
314652,2003072,2004010
314653,2003072,2004010
314654,2003072,2004010
314655,2003072,2004010
314656,2004022,2003101
314657,2004022,2003101
314658,2004022,2003101
314659,2004022,2003101
314660,2004022,2003101
314661,2004022,2003101
314662,2004022,2003101
314663,2004022,2003101
314664,2004022,2003101
314665,2004022,2003101
314666,2004022,2003101
314667,2004022,2003101
314668,2004018,2003217
314669,2004018,2003217
314670,2004018,2003217
314671,2004018,2003217
314672,2004018,2003217
314673,2004018,2003217
314674,2004018,2003217
314675,2004018,2003217
314676,2004018,2003217
314677,2004018,2003217
314678,2004018,2003217
314679,2004018,2003217
314680,2004006,2003047
314681,2004006,2003047
314682,2004006,2003047
314683,2004006,2003047
314684,2004006,2003047
314685,2004006,2003047
314686,2004006,2003047
314687,2004006,2003047
314688,2004006,2003047
314689,2004006,2003047
314690,2004006,2003047
314691,2004006,2003047
314692,2003018,2004010
314693,2003018,2004010
314694,2003018,2004010
314695,2003018,2004010
314696,2003047,2004013
314697,2003018,2004010
314698,2003018,2004010
314699,2003018,2004010
314700,2003018,2004010
314701,2003176,2004024
314702,2003176,2004024
314703,2003176,2004024
314704,2003176,2004024
314705,2003176,2004024
314706,2003176,2004024
314707,2003176,2004024
314708,2003176,2004024
314709,2003176,2004024
314710,2003176,2004024
314711,2003176,2004024
314712,2003176,2004024
314713,2003371,2004048
314714,2003371,2004048
314715,2003371,2004048
314716,2003371,2004048
314717,2003371,2004048
314719,2003371,2004048
314720,2003371,2004048
314721,2003371,2004048
314722,2003371,2004048
314723,2003371,2004048
314724,2003232,2003217
314725,2003232,2003217
314726,2003232,2003217
314727,2003232,2003217
314728,2003232,2003217
314729,2003232,2003217
314730,2003232,2003217
314731,2003232,2003217
314732,2003232,2003217
314733,2003232,2003217
314734,2003232,2003217
314735,2003232,2003217
314736,2003181,2003217
314737,2003181,2003217
314738,2003369,.
314739,2003021,2004078
314740,2003181,2003217
314741,2003181,2003217
314742,2003181,2003217
314743,2003181,2003217
314744,2003181,2003217
314745,2003181,2003217
314747,2003232,2003372
314748,2003232,2003372
314749,2003232,2003372
314750,2003232,2003372
314751,2003232,2003372
314752,2003232,2003372
314754,2003232,2003372
314755,.,2003372
314756,2003232,2003372
314757,2004011,2003318
314758,2004011,2003318
314759,2004011,2003318
314760,2004011,2003318
314761,2004011,2003318
314762,2004011,2003318
314763,2004011,2003318
314764,2004011,2003318
314765,2004011,2003318
314766,2004011,2003318
314767,2004011,2003318
314768,2004011,2003318
314769,2004011,2003318
314770,2003259,2004002
314771,2003303,2004028
314772,2003047,2004013
314773,2004046,2003217
314774,2003176,2004024
314775,2003371,2004048
314776,2004011,2003318
315001,2003101,2004020
315002,2003101,2004020
315003,2003101,2004020
315004,2003101,2004020
315005,2003101,2004020
315006,2003101,2004020
315007,2003101,2004020
315008,2003101,2004020
315009,2003101,2004020
315010,2003101,2004020
315011,2003101,2004020
315012,2003101,2004020
315013,2003101,2004020
315014,2003101,2004020
315015,2003101,2004020
315016,2003150,2004032
315017,2003150,2004032
315018,2003150,2004032
315019,2003150,2004032
315020,2003150,2004032
315021,2003150,2004032
315022,2003150,2004032
315023,2003150,2004032
315024,2003150,2004032
315025,2003150,2004032
315026,2003150,2004032
315027,2003150,2004032
315028,2003150,2004032
315029,2003150,2004032
315030,2003150,2004032
315031,2003150,2004035
315032,2003150,2004035
315033,2003150,2004035
315034,2003150,2004035
315035,2003150,2004035
315036,2003150,2004035
315037,2003150,2004035
315038,2003150,2004035
315039,2003150,2004035
315040,2003150,2004035
315041,2003150,2004035
315042,2003150,2004035
315043,2003150,2004035
315044,2003150,2004035
315045,2003150,2004035
315046,2003163,2004033
315047,2003163,2004033
315048,2003163,2004033
315049,2003163,2004033
315050,2003163,2004033
315051,2003163,2004033
315052,2003163,2004033
315053,2003163,2004033
315054,2003163,2004033
315055,2003163,2004033
315056,2003163,2004033
315057,2003163,2004033
315059,2003163,2004033
315060,2003163,2004033
315061,2003217,2004048
315062,2003217,2004048
315063,2003217,2004048
315064,2003217,2004048
315065,2003217,2004048
315067,2003217,2004048
315068,2003217,2004048
315069,2003217,2004048
315070,2003217,2004048
315071,2003217,2004048
315072,2003217,2004048
315073,2003217,2004048
315074,2003217,2004048
315075,2003217,2004048
315076,2003232,2003221
315077,2003232,2003221
315078,2003232,2003221
315079,2003232,2003221
315080,2003232,2003221
315081,2003232,2003221
315082,2003232,2003221
315083,2003232,2003221
315084,2003232,2003221
315085,2003232,2003221
315086,2003232,2003221
315087,2003232,2003221
315088,2003232,2003221
315089,2003232,2003221
315090,2003232,2003221
315091,2003259,2004006
315092,2003259,2004006
315093,2003259,2004006
315094,2003259,2004006
315096,2003259,2004006
315097,2003259,2004006
315098,2003259,2004006
315099,2003259,2004006
315100,2003259,2004006
315101,2003259,2004006
315102,2003259,2004006
315103,2003259,2004035
315104,2003259,2004035
315105,2003259,2004035
315106,2003259,2004035
315107,2003259,2004035
315108,2003259,2004035
315109,2003259,2004035
315110,2003259,2004035
315111,2003259,2004035
315112,2003259,2004035
315113,2003259,2004035
315114,2003259,2004035
315115,2003259,2004035
315116,2003259,2004035
315117,2003259,2004035
315118,2003299,2004028
315119,2003299,2004028
315120,2003299,2004028
315121,2003299,2004028
315122,2003299,2004028
315123,2003299,2004028
315124,2003299,2004028
315125,2003299,2004028
315126,2003299,2004028
315127,2003299,2004028
315128,2003299,2004028
315129,2003303,2004028
315130,2003303,2004028
315131,2003303,2004028
315132,2003303,2004028
315133,2003303,2004028
315134,2003303,2004028
315135,2003303,2004028
315136,2003303,2004028
315137,2003303,2004028
315138,2003303,2004028
315139,2003303,2004028
315140,2003303,2004028
315141,2003303,2004028
315142,2003303,2004028
315143,2003327,2004018
315144,2003327,2004018
315146,2003327,2004018
315147,2003327,2004018
315148,2003327,2004018
315149,2003327,2004018
315150,2003327,2004018
315151,2003327,2004018
315152,2003327,2004018
315153,2003327,2004018
315154,2003327,2004018
315155,2003327,2004074
315156,2003327,2004074
315157,2003327,2004074
315158,2003369,2004018
315159,2003369,2004018
315160,2003369,2004018
315161,2003369,2004018
315162,2003369,2004018
315163,2003369,2004018
315164,2003369,2004018
315165,2003369,2004018
315166,2003369,2004018
315167,2003369,2004018
315168,2003369,2004018
315169,2003369,2004018
315170,2003369,2004018
315171,2003369,2004018
315172,2003369,2004018
315173,2003371,2004018
315174,2003371,2004018
315175,2003371,2004018
315177,2003371,2004018
315178,2003371,2004018
315179,2003371,2004018
315180,2003371,2004018
315181,2003371,2004018
315182,2003371,2004018
315183,2003371,2004018
315184,2003371,2004018
315185,2003371,2004018
315186,2003371,2004018
315187,2003371,2004018
315188,2003400,2004078
315189,2003400,2004078
315190,2003400,2004078
315191,2003400,2004078
315192,2003400,2004078
315193,2003400,2004078
315194,2003400,2004078
315195,2003400,2004078
315196,2003400,2004078
315197,2003400,2004078
315198,2003400,2004078
315199,2003400,2004078
315200,2003400,2004078
315201,2003400,2004078
315202,2003400,2004078
315203,2004003,2003025
315204,2004003,2003025
315205,2004003,2003025
315206,2004003,2003025
315207,2004003,2003025
315208,2004003,2003025
315209,2004003,2003025
315210,2004003,2003025
315211,2004003,2003025
315212,2004003,2003025
315213,2004003,2003025
315214,2004003,2003025
315215,2004003,2003025
315216,2004003,2003025
315217,2004003,2003259
315218,2004003,2003259
315219,2004003,2003259
315220,2004003,2003259
315221,2004003,2003259
315222,2004003,2003259
315223,2004003,2003259
315224,2004003,2003259
315225,2004003,2003259
315226,2004003,2003259
315227,2004003,2003259
315228,2004003,2003259
315229,2004003,2003259
315230,2004003,2003259
315231,2004016,2003318
315232,2004016,2003318
315233,2004016,2003318
315235,2004016,2003318
315236,2004016,2003318
315237,2004016,2003318
315238,2004023,2003327
315239,2004023,2003327
315240,2004023,2003327
315241,2004023,2003327
315242,2004023,2003327
315243,2004023,2003327
315244,2004023,2003327
315245,2004023,2003327
315246,2004023,2003327
315247,2004023,2003327
315248,2004023,2003327
315249,2004023,2003327
315251,2004023,2003327
315252,2004045,2003303
315253,2004045,2003303
315254,2004045,2003303
315255,2004045,2003303
315256,2004045,2003303
315257,2004045,2003303
315258,2004045,2003303
315259,2004045,2003303
315260,2004045,2003303
315261,2004045,2003303
315262,2004045,2003303
315263,2004045,2003303
315265,2004045,2003303
315266,2004045,2003303
315268,2004046,2003217
315269,2004046,2003217
315270,2004046,2003217
315271,2004046,2003217
315272,2004046,2003217
315273,2004046,2003217
315274,2004046,2003217
315275,2004046,2003217
315276,2004046,2003217
315277,2004046,2003217
315278,2004046,2003217
315279,2004046,2003217
315280,2004046,2003217
315281,2004046,2003217
315282,2004046,2003372
315283,2004046,2003372
315284,2004046,2003372
315285,2004046,2003372
315286,2004046,2003372
315287,2004046,2003372
315288,2004046,2003372
315289,2004046,2003372
315290,2004046,2003372
315291,2004046,2003372
315292,2004046,2003372
315293,2004046,2003372
315294,2004046,2003372
315295,2004046,2003372
315296,2004046,2003372
315297,2004070,2003101
315298,2004070,2003101
315299,2004070,2003101
315300,2004070,2003148
315301,2004070,2003148
315302,2004070,2003148
315303,2004070,2003148
315304,2004070,2003148
315305,2004070,2003148
315306,2004070,2003148
315307,2004070,2003148
315309,2004070,2003148
315310,2004070,2003148
315311,2004070,2003148
315312,2004070,2003148
315313,2004074,2003098
315314,2004074,2003098
315315,2004074,2003098
315316,2004074,2003098
315317,2004074,2003098
315318,2004074,2003098
315320,2004074,2003098
315322,2004074,2003098
315323,2004074,2003098
315324,2004074,2003098
315326,2004074,2003098
315327,2003369,2003186
315328,2003369,2003186
315329,2003369,2003186
315330,2003369,2003186
315331,2003369,2003186
315332,2003369,2003186
315333,2003369,2003186
315334,2003369,2003186
315335,2003369,2003186
315336,2003369,2003186
315337,2003369,2003186
315338,2003369,2003186
315339,2003369,2003186
315340,2003369,2003186
315341,2003369,2003186
315343,2004002,2003018
315344,2004002,2003018
315345,2004002,2003018
315346,2004002,2003018
315347,2004002,2003018
315349,2004002,2003018
315350,2004002,2003018
315351,2004002,2003224
315352,2004002,2003224
315353,2004002,2003224
315354,2004002,2003224
315355,2004002,2003224
315356,2004002,2003224
315357,2004002,2003224
315358,2004002,2003224
315359,2004002,2003224
315360,2004002,2003224
315361,2004002,2003224
315362,2004002,2003224
315363,2004002,2003224
315364,2004002,2003259
315365,2004002,2003259
315366,2004002,2003259
315367,2004002,2003259
315369,2004002,2003259
315370,2004002,2003259
315371,2004006,2003047
315372,2004006,2003047
315373,2004006,2003047
315374,2004006,2003047
315375,2004006,2003047
315376,2004006,2003047
315377,2004006,2003047
315378,2004006,2003047
315379,2004006,2003047
315380,2004006,2003047
315381,2004006,2003047
315382,2004006,2003047
315383,2004006,2003047
315384,2004006,2003047
315385,2004006,2003047
315386,2004008,2003047
315387,2004008,2003047
315388,2004008,2003047
315389,2004008,2003047
315390,2004008,2003047
315391,2004008,2003047
315393,2004008,2003047
315394,2004008,2003047
315395,2004008,2003047
315396,2004008,2003047
315397,2004008,2003047
315399,2004008,2003047
315400,2004008,2003047
315401,2004010,2003047
315402,2004010,2003047
315403,2004010,2003047
315404,2004010,2003047
315405,2004010,2003047
315406,2004010,2003047
315407,2004010,2003047
315408,2004010,2003047
315409,2004010,2003047
315410,2004010,2003047
315411,2004010,2003047
315412,2004010,2003047
315413,2004010,2003047
315414,2004010,2003047
315415,2004010,2003047
315416,2004010,2003018
315417,2004010,2003018
315418,2004010,2003018
315419,2004010,2003018
315420,2004010,2003018
315421,2004010,2003018
315422,2004010,2003018
315423,2004010,2003018
315424,2004010,2003018
315425,2004010,2003018
315426,2004010,2003018
315427,2004010,2003018
315428,2004010,2003018
315429,2004010,2003072
315430,2004010,2003072
315431,2004010,2003072
315432,2004010,2003072
315433,2004010,2003072
315434,2004010,2003072
315435,2004010,2003072
315436,2004010,2003072
315437,2004010,2003072
315438,2004010,2003072
315439,2004010,2003072
315440,2004010,2003072
315441,2004010,2003072
315442,2004010,2003072
315443,2004010,2003072
315444,2004010,2003150
315445,2004010,2003150
315446,2004010,2003150
315448,2004010,2003150
315449,2004010,2003150
315450,2004010,2003150
315451,2004010,2003150
315452,2004010,2003150
315453,2004010,2003150
315454,2004010,2003150
315455,2004010,2003150
315456,2004010,2003150
315457,2004010,2003150
315458,2004010,2003150
315459,2004011,2003095
315460,2004011,2003095
315461,2004011,2003095
315462,2004011,2003095
315463,2004011,2003095
315464,2004011,2003095
315465,2004011,2003095
315467,2004011,2003095
315468,2004013,2003047
315470,2004013,2003047
315472,2004013,2003047
315473,2004013,2003047
315474,2004013,2003047
315475,2004018,2003217
