Tree,Fcln,Mcln
399357,880618,.
399360,880618,268530
399361,880618,268530
399362,880618,268228
399364,880618,268530
399365,880618,268530
399366,880618,268530
399367,880618,268530
399369,880618,.
399370,880618,268530
399372,880656,268622
399373,880656,268622
399374,880656,268622
399375,880656,268622
399376,880656,268622
399377,880656,268622
399378,880656,268622
399380,880656,268622
399381,880656,268622
399382,880656,268622
399383,880656,268622
399384,880656,268622
399385,880656,268622
399386,880656,268622
399387,880656,268622
399388,880656,268622
399389,880656,850055
399390,880656,268622
399391,880656,268622
399394,880656,268622
399395,880618,268556
399396,880618,268556
399397,880618,268556
399398,880618,268556
399399,880618,268556
399400,880618,268556
399402,880618,268556
399403,880618,268556
399404,880618,268556
399408,880618,268556
399409,880761,268622
399411,880761,268622
399412,880761,268622
399414,880761,268622
399415,880761,268622
399417,880761,268622
399418,880761,268622
399419,880761,268622
399420,880761,268622
399422,880761,268622
399423,880739,268315
399424,880739,268315
399425,880739,268315
399426,880739,268315
399427,880739,268315
399428,880739,268315
399429,880739,268315
399430,880739,268315
399432,880739,268315
399433,880739,268315
399434,880739,268315
399435,880739,268315
399436,880739,268315
399437,880739,268315
399438,880739,268315
399439,880739,268315
399441,880739,268315
399445,880739,268315
399446,880739,268315
399447,880739,268315
399448,880761,268041
399449,880761,268041
399450,.,.
399451,880761,268041
399454,880761,.
399455,880761,.
399457,880761,268041
399458,880761,.
399459,880761,268041
399461,880761,268041
399462,880656,268315
399463,880656,.
399465,880656,268315
399466,880656,268315
399467,880656,268315
399468,880656,.
399469,880656,268315
399470,880656,268315
399471,880656,268315
399472,880656,268315
399473,880656,268315
399474,880656,268315
399475,880656,268315
399476,268109,268345
399477,880656,268315
399478,880656,268315
399480,880656,268315
399482,880656,268315
399483,880656,268058
399484,880656,268315
399485,880740,268315
399487,880740,268315
399489,880740,268315
399490,880740,268315
399491,.,.
399492,880740,268315
399493,880740,268315
399496,880740,268315
399497,880740,268315
399498,880740,268315
399499,880740,268315
399500,880740,.
399501,880740,268315
399503,880740,268315
399504,880740,.
399505,880740,268315
399506,880740,268315
399507,880740,.
399508,880740,268315
399509,880740,268315
399510,880656,268041
399511,880656,268041
399512,880656,268041
399513,880656,268041
399516,880656,268041
399517,880656,268041
399518,880656,268041
399519,880656,268041
399520,880656,268041
399522,880656,268041
399523,268539,268494
399524,268539,268494
399525,268539,268494
399526,268539,268494
399527,268539,268494
399528,268539,268494
399529,268539,268494
399530,268539,268494
399532,268539,268494
399533,268539,268494
399534,268345,268528
399536,268345,268528
399537,268345,268528
399538,268345,268528
399539,268345,268528
399541,268345,268528
399542,268345,268528
399543,268345,268528
399545,268345,268528
399546,268345,268528
399547,268109,268345
399548,268109,268345
399550,268109,268345
399551,268109,268345
399552,268109,268345
399553,268109,268345
399554,268109,268345
399555,268109,268345
399556,268109,268345
399557,268109,268345
399558,268556,880728
399559,268556,880728
399560,268556,880728
399561,268556,880728
399562,875076,880728
399563,268556,880728
399566,268556,880728
399567,268556,880728
399568,268556,880728
399570,268556,880728
399571,268622,880655
399572,268622,880655
399574,268622,880655
399577,268622,880655
399578,268622,880655
399579,268622,880655
399580,268622,880655
399581,268622,880655
399584,850055,880655
399585,268622,880655
399586,268622,880655
399587,268622,880655
399588,268622,880655
399589,268622,880655
399590,268622,880655
399591,268622,880655
399592,268622,880655
399593,268622,880655
399594,268622,880655
399595,268622,880655
399596,268532,880655
399597,268532,880655
399598,268532,880655
399599,268532,880655
399600,268532,880655
399601,268532,880655
399602,268532,880655
399604,268532,880655
399605,268532,880655
399606,268532,880655
399607,268532,880655
399608,268532,880655
399609,268532,880655
399610,268532,880655
399611,268532,880655
399612,268532,880655
399615,268532,880655
399616,268532,880655
399618,268532,880655
399619,268532,880655
399620,.,268494
399621,.,268494
399623,268528,268494
399624,268528,268494
399625,.,268494
399626,268528,268494
399627,.,268494
399628,.,268494
399629,.,268494
399630,.,268494
399631,268539,268345
399632,268539,268345
399633,268539,268345
399635,268539,268345
399636,268539,268345
399637,268539,268345
399638,268539,268345
399640,268539,268345
399641,268539,268345
399642,268539,268345
399643,880729,268556
399644,880729,.
399646,880729,268556
399647,880729,268556
399648,880729,.
399649,880729,.
399650,880729,.
399651,880729,268556
399653,880729,268556
399654,880729,268556
399655,880729,268556
399656,.,850096
399657,.,850096
399658,.,850096
399659,850055,850096
399660,.,850096
399661,850055,850096
399662,850055,850096
399663,.,850096
399664,.,850096
399666,850055,850096
399667,850055,850096
399668,.,850096
399669,850055,850096
399670,.,850096
399671,850055,850096
399672,.,850096
399673,850055,850096
399676,850055,850096
399677,.,850096
399678,850055,850096
399679,.,850096
399680,850055,850096
850543,.,.
873629,.,.
873622,.,.
873623,.,.
873625,.,.
873626,.,.
873620,.,.
873660,.,.
873654,.,.
873656,.,.
873631,.,.
873634,.,.
873655,.,.
873645,.,.
873659,.,.
873649,.,.
873657,.,.
873644,.,.
873642,.,.
873661,.,.
873647,.,.
873643,.,.
873638,.,.
873665,.,.
873664,.,.
873658,.,.
873663,.,.
873651,.,.
873648,.,.
873624,.,.
873641,.,.
873650,.,.
873639,.,.
873653,.,.
873666,.,.
873637,.,.
40009,.,.
886922,.,.
886955,.,.
886944,.,.
886930,.,.
886939,.,.
886914,.,.
886917,.,.
886886,.,.
886945,.,.
886888,.,.
886883,.,.
871174,850112,850101
886887,.,.
886881,.,.
886949,.,.
886893,.,.
886924,.,.
886920,.,.
886891,.,.
886918,.,.
886885,.,.
871054,850121,850097
886894,.,.
886929,.,.
886919,.,.
886916,.,.
886923,.,.
892802,.,.
688017,.,.
892801,.,.
867044,.,.
869018,.,.
869026,.,.
889521,268514,268579
892508,268345,268169
889916,268514,268345
889946,268350,268109
894359,.,.
894358,.,.
893519,894359,894358
889216,268514,268494
889492,268533,268169
893511,.,.
892248,268525,268249
892217,268405,268426
892228,850372,268455
892504,268112,268493
892243,268455,268556
889231,.,268609
892224,.,268280
893513,.,.
892526,268345,268169
892227,268274,268455
892507,268323,268493
892240,268455,268593
892259,268354,268463
883907,.,.
883912,.,.
892219,883907,883912
892212,268395,268317
893516,.,.
889915,268514,268345
889950,268350,268109
889365,268228,268556
892516,268091,268061
893514,.,.
893512,.,.
889929,268259,268117
893522,.,.
893520,893522,.
892527,268061,268149
892203,268259,268117
892517,.,268308
892246,268061,268323
889227,268532,268007
893515,.,.
889721,.,.
889710,.,.
889723,.,.
889722,.,.
889709,.,.
889702,.,.
886946,.,.
889701,.,.
889705,.,.
889720,.,.
889714,.,.
886931,.,.
886934,.,.
889719,.,.
886925,.,.
886947,.,.
886933,.,.
886935,.,.
886940,.,.
886938,.,.
886952,.,.
886950,.,.
889707,.,.
886948,.,.
886941,.,.
886942,.,.
886927,.,.
889718,.,.
889715,.,.
886915,.,.
886921,.,.
889717,.,.
886951,.,.
889712,.,.
889706,.,.
886981,.,.
889711,.,.
889713,.,.
885951,.,.
889703,.,.
886995,.,.
886986,.,.
886990,.,.
886984,.,.
886979,.,.
889708,.,.
886983,.,.
892521,268112,268506
892252,268579,268222
892280,268394,.
892258,268485,268593
892513,268308,268003
894362,.,.
892270,268327,268463
894367,.,.
893517,894367,.
894354,.,.
893518,894354,850055
894363,894358,894359
893539,.,.
894350,893539,894354
893529,894354,850055
883916,.,.
893528,894354,.
893523,.,.
893542,.,.
894370,893542,.
893538,.,.
894356,.,.
893535,850007,850055
893527,894356,894354
893536,.,.
893530,850097,.
893541,.,.
893534,.,.
893531,.,.
893533,893522,.
893532,850104,.
894340,893542,.
893526,40009,.
893521,.,.
893537,.,.
883913,.,.
893525,883913,894354
893524,894359,.
314145,2003259,2004035
314175,2003217,2004048
314746,2003181,2003217
315066,2003217,2004048
315095,2003259,2004006
315176,2003371,2004018
315234,2004016,2003318
315250,2004023,2003327
315308,2004070,2003148
315319,2004074,2003098
315368,2004002,2003259
315392,2004008,2003047
315447,2004010,2003150
315466,2004011,2003095
315555,2004028,2003161
315558,2004028,2003161
315559,2004028,2003161
315616,2004035,2003025
317008,2006101,2006244
317107,2006201,2006137
317109,2006201,2006137
317110,2006201,2006137
317111,2006201,2006137
317112,2006201,2006137
317114,2006201,2006137
317115,2006201,2006137
317116,2006201,2006137
317117,2006201,2006137
317118,2006201,2006137
317119,2006201,2006137
317120,2006201,2006137
317121,2006201,2006137
317141,2006220,2006240
317213,2006227,2006246
317262,2006242,2006208
317267,2006242,2006208
317268,2006242,2006208
317290,2006244,2006208
317296,2006126,2006122
317298,2006126,2006122
317299,2006126,2006122
317300,2006126,2006122
317302,2006126,2006122
317303,2006126,2006122
317306,2006126,2006199
317307,2006126,2006199
317308,2006126,2006199
317309,2006126,2006199
317310,2006126,2006199
317311,2006126,2006199
317312,2006126,2006199
317313,2006126,2006199
317314,2006126,2006199
317315,2006126,2006199
317316,2006126,2006199
317317,2006126,2006199
317390,2006199,2006188
317392,2006199,2006188
317393,2006199,2006188
317394,2006199,2006188
317395,2006199,2006188
317396,2006199,2006188
317397,2006199,2006188
317398,2006199,2006188
317399,2006199,2006188
317400,2006199,2006188
317402,2006199,2006188
317403,2006199,2006188
317404,2006199,2006216
317405,2006199,2006216
317406,2006199,2006216
317407,2006199,2006216
317408,2006199,2006216
317411,2006199,2006216
317412,2006199,2006216
317413,2006199,2006216
317423,2006205,2006188
317445,2006212,2006253
317446,2006212,2006253
317447,2006212,2006253
317448,2006212,2006253
317454,2006212,2006253
317456,2006212,2006253
317457,2006212,2006253
317480,2006213,2006199
317482,2006213,2006199
317483,2006213,2006199
317484,2006213,2006199
317485,2006213,2006199
317486,2006213,2006199
317487,2006213,2006199
317504,2006222,2006132
317548,2006231,2006199
317550,2006231,2006199
317551,2006231,2006199
317552,2006231,2006199
317553,2006231,2006199
317555,2006231,2006199
317556,2006231,2006199
317577,2006237,2006160
317645,2003299,2004028
317651,2004045,2003303
317673,2004002,2003224
317725,2004024,2003072
317747,2004028,2003161
317760,2006131,2006247
317763,2006213,2006199
317892,2006126,2006122
3190001,2003009,2003031
3190002,2003009,2003031
3190003,2003009,2003031
3190004,2003009,2003031
3190005,2003009,2003031
3190006,2003009,2003031
3190007,2003009,2003031
3190008,2003009,2003031
3190009,2003009,2003031
3190010,2003009,2003031
3190011,2003009,2003031
3190012,2003009,2003031
3190013,2003009,2003031
3190014,2003031,2003032
3190015,2003031,2003032
3190016,2003031,2003032
3190017,2003031,2003032
3190018,2003031,2003032
3190019,2003031,2003032
3190020,2003031,2003032
3190021,2003031,2003032
3190022,2003031,2003032
3190023,2003031,2003032
3190024,2003031,2003032
3190025,2003031,2003032
3190027,2003009,2003056
3190028,2003009,2003056
3190029,2003009,2003056
3190030,2003009,2003056
3190031,2003009,2003056
3190032,2003009,2003056
3190033,2003009,2003056
3190034,2003009,2003056
3190035,2003009,2003056
3190036,2003009,2003056
3190037,2003009,2003056
3190038,2003009,2003056
3190039,2003009,2003056
3190040,2003009,2003056
3190041,2003032,2003059
3190042,2003032,2003059
3190044,2003032,2003059
3190045,2003032,2003059
3190046,2003032,2003059
3190047,2003032,2003059
3190048,2003032,2003059
3190049,2003032,2003059
3190050,2003032,2003059
3190051,2003032,2003059
3190052,2003032,2003059
3190053,2003032,2003059
3190054,2003032,2003059
3190055,2003059,2003034
3190056,2003059,2003034
3190057,2003059,2003034
3190058,2003059,2003034
3190059,2003059,2003034
3190060,2003059,2003034
3190061,2003059,2003034
3190062,2003059,2003034
3190063,2003059,2003034
3190064,2003059,2003034
3190065,2003059,2003034
3190066,2003059,2003034
3190067,2003059,2003034
3190068,2003059,2003034
3190069,2003059,2003034
3190070,2003056,2003084
3190071,2003056,2003084
3190072,2003056,2003084
3190073,2003056,2003084
3190074,2003056,2003084
3190075,2003056,2003084
3190076,2003056,2003084
3190077,2003056,2003084
3190078,2003056,2003084
3190079,2003056,2003084
3190080,2003056,2003084
3190081,2003056,2003084
3190082,2003056,2003084
3190083,2003056,2003084
3190084,2003056,2003084
3190085,2003059,2003084
3190086,2003059,2003084
3190087,2003059,2003084
3190088,2003059,2003084
3190089,2003059,2003084
3190090,2003059,2003084
3190091,2003059,2003084
3190092,2003059,2003084
3190093,2003059,2003084
3190094,2003059,2003084
3190095,2003059,2003084
3190096,2003059,2003084
3190097,2003059,2003084
3190098,2003059,2003084
3190099,2003059,2003084
3190100,2003084,2003093
3190101,2003084,2003093
3190102,2003084,2003093
3190103,2003084,2003093
3190104,2003084,2003093
3190105,2003084,2003093
3190106,2003084,2003093
3190107,2003084,2003093
3190108,2003084,2003093
3190109,2003084,2003093
3190110,2003084,2003093
3190111,2003084,2003093
3190112,2003084,2003093
3190113,2003084,2003093
3190114,2003157,2003093
3190115,2003157,2003093
3190116,2003157,2003093
3190117,2003157,2003093
3190118,2003157,2003093
3190119,2003157,2003093
3190120,2003157,2003093
3190121,2003157,2003093
3190122,2003157,2003093
3190123,2003157,2003093
3190124,2003157,2003093
3190125,2003157,2003093
3190126,2003157,2003093
3190127,2003157,2003093
3190128,2003157,2003093
3190129,2003160,2003187
3190130,2003160,2003187
3190131,2003160,2003187
3190132,2003160,2003187
3190133,2003160,2003187
3190134,2003160,2003187
3190135,2003160,2003187
3190137,2003160,2003187
3190138,2003160,2003187
3190139,2003160,2003187
3190140,2003160,2003187
3190141,2003160,2003187
3190142,2003160,2003187
3190143,2003187,2003192
3190144,2003187,2003192
3190145,2003187,2003192
3190146,2003187,2003192
3190147,2003187,2003192
3190148,2003187,2003192
3190149,2003187,2003192
3190150,2003187,2003192
3190151,2003187,2003192
3190152,2003187,2003192
3190153,2003187,2003192
3190154,2003187,2003192
3190155,2003187,2003192
3190156,2003187,2003192
3190157,2003187,2003192
3190158,2003192,2003202
3190159,2003192,2003202
3190160,2003192,2003202
3190161,2003192,2003202
3190162,2003192,2003202
3190163,2003192,2003202
3190164,2003192,2003202
3190165,2003192,2003202
3190166,2003192,2003202
3190167,2003192,2003202
3190168,2003192,2003202
3190169,2003192,2003202
3190170,2003192,2003202
3190171,2003192,2003202
3190172,2003192,2003202
3190173,2003198,2003202
3190174,2003198,2003202
3190175,2003198,2003202
3190176,2003198,2003202
3190177,2003198,2003202
3190178,2003198,2003202
3190179,2003198,2003202
3190180,2003198,2003202
3190181,2003198,2003202
3190182,2003198,2003202
3190183,2003198,2003202
3190184,2003198,2003202
3190185,2003198,2003202
3190186,2003198,2003202
3190187,2003202,2003205
3190188,2003202,2003205
3190189,2003202,2003205
3190190,2003202,2003205
3190191,2003202,2003205
3190192,2003202,2003205
3190193,2003202,2003205
3190194,2003202,2003205
3190195,2003202,2003205
3190196,2003202,2003205
3190197,2003202,2003205
3190198,2003202,2003205
3190199,2003202,2003205
3190200,2003202,2003205
3190201,2003202,2003205
3190202,2003205,2003208
3190203,2003205,2003208
3190204,2003205,2003208
3190205,2003205,2003208
3190206,2003205,2003208
3190207,2003205,2003208
3190208,2003205,2003208
3190209,2003205,2003208
3190210,2003205,2003208
3190211,2003205,2003208
3190212,2003205,2003208
3190213,2003205,2003208
3190214,2003205,2003208
3190215,2003205,2003208
3190216,2003208,2003255
3190217,2003208,2003255
3190218,2003208,2003255
3190219,2003208,2003255
3190220,2003208,2003255
3190221,2003208,2003255
3190222,2003208,2003255
3190223,2003208,2003255
3190224,2003208,2003255
3190225,2003208,2003255
3190226,2003208,2003255
3190227,2003208,2003255
3190228,2003208,2003255
3190229,2003208,2003255
3190230,2003266,2003283
3190231,2003266,2003283
3190232,2003266,2003283
3190233,2003266,2003283
3190234,2003266,2003283
3190235,2003266,2003283
3190236,2003266,2003283
3190237,2003266,2003283
3190238,2003266,2003283
3190239,2003266,2003283
3190240,2003266,2003283
3190241,2003266,2003283
3190242,2003266,2003283
3190243,2003266,2003283
3190244,2003283,2003281
3190245,2003283,2003281
3190246,2003283,2003281
3190247,2003283,2003281
3190248,2003283,2003281
3190249,2003283,2003281
3190250,2003283,2003281
3190251,2003283,2003281
3190252,2003283,2003281
3190253,2003283,2003281
3190254,2003283,2003281
3190255,2003283,2003281
3190256,2003283,2003281
3190257,2003283,2003281
3190258,2003283,2003281
3190259,2003281,2003283
3190260,2003281,2003283
3190261,2003281,2003283
3190262,2003281,2003283
3190263,2003281,2003283
3190264,2003281,2003283
3190265,2003281,2003283
3190266,2003281,2003283
3190267,2003281,2003283
3190268,2003281,2003283
3190269,2003281,2003283
3190270,2003281,2003283
3190271,2003281,2003283
3190272,2003281,2003283
3190273,2003281,2003283
3190274,2003305,2003283
3190275,2003305,2003283
3190276,2003305,2003283
3190277,2003305,2003283
3190278,2003305,2003283
3190279,2003305,2003283
3190280,2003305,2003283
3190281,2003305,2003283
3190282,2003305,2003283
3190283,2003305,2003283
3190284,2003305,2003283
3190285,2003305,2003283
3190286,2003305,2003283
3190287,2003305,2003287
3190288,2003305,2003287
3190289,2003305,2003287
3190290,2003305,2003287
3190291,2003305,2003287
3190292,2003305,2003287
3190293,2003305,2003287
3190294,2003305,2003287
3190295,2003305,2003287
3190296,2003305,2003287
3190297,2003305,2003287
3190298,2003305,2003287
3190299,2003305,2003287
3190300,2003305,2003287
3190301,2003305,2003335
3190302,2003305,2003335
3190303,2003305,2003335
3190306,2003305,2003335
3190307,2003305,2003335
3190308,2003305,2003335
3190309,2003305,2003335
3190310,2003305,2003335
3190311,2003305,2003335
3190312,2003305,2003335
3190313,2003305,2003335
3190314,2003305,2003335
3190315,2003305,2003335
3190316,2003343,2003335
3190317,2003343,2003335
3190318,2003343,2003335
3190319,2003343,2003335
3190320,2003343,2003335
3190321,2003343,2003335
3190322,2003343,2003335
3190323,2003343,2003335
3190324,2003343,2003335
3190325,2003343,2003335
3190326,2003343,2003335
3190327,2003343,2003335
3190328,2003363,2003379
3190329,2003363,2003379
3190330,2003363,2003379
3190331,2003363,2003379
3190332,2003363,2003379
3190333,2003363,2003379
3190334,2003363,2003379
3190335,2003363,2003379
3190336,2003363,2003379
3190337,2003363,2003379
3190338,2003363,2003379
3190339,2003379,2003395
3190341,2003379,2003395
3190342,2003379,2003395
3190343,2003379,2003395
3190344,2003379,2003395
3190345,2003379,2003395
3190346,2003379,2003395
3190347,2003379,2003395
3190348,2003379,2003395
3190349,2003379,2003395
3190350,2003379,2003395
3190351,2003379,2003395
3190352,2003395,2004015
3190353,2003395,2004015
3190354,2003395,2004015
3190355,2003395,2004015
3190356,2003395,2004015
3190357,2003395,2004015
3190358,2003395,2004015
3190359,2003395,2004015
3190360,2003395,2004015
3190361,2003395,2004015
3190362,2003395,2004015
3190363,2003395,2004015
3190364,2003395,2004015
3190365,2003395,2004015
3190366,2003395,2004015
3190367,2004015,2004027
3190368,2004015,2004027
3190369,2004015,2004027
3190370,2004015,2004027
3190371,2004015,2004027
3190372,2004015,2004027
3190373,2004015,2004027
3190374,2004015,2004027
3190375,2004015,2004027
3190376,2004015,2004027
3190377,2004015,2004027
3190378,2004015,2004027
3190379,2004015,2004027
3190380,2004015,2004027
3190381,2004015,2004027
3190382,2004027,2004038
3190383,2004027,2004038
3190384,2004027,2004038
3190385,2004027,2004038
3190386,2004027,2004038
3190387,2004027,2004038
3190388,2004027,2004038
3190389,2004027,2004038
3190390,2004027,2004038
3190391,2004027,2004038
3190392,2004027,2004038
3190393,2004027,2004038
3190394,2004027,2004038
3190395,2004027,2004038
3190396,2004027,2004038
3190397,2004038,2004040
3190398,2004038,2004040
3190399,2004038,2004040
3190401,2004038,2004040
3190402,2004038,2004040
3190403,2004038,2004040
3190405,2004038,2004040
3190406,2004038,2004040
3190407,2004038,2004040
3190408,2004038,2004040
3190409,2004038,2004040
3190410,2004040,2004041
3190411,2004040,2004041
3190412,2004040,2004041
3190413,2004040,2004041
3190414,2004040,2004041
3190415,2004040,2004041
3190416,2004040,2004041
3190417,2004040,2004041
3190418,2004040,2004041
3190419,2004040,2004041
3190420,2004040,2004041
3190421,2004040,2004041
3190422,2004040,2004041
3190423,2004040,2004041
3190424,2004041,2004054
3190425,2004041,2004054
3190427,2004041,2004054
3190428,2004041,2004054
3190429,2004041,2004054
3190430,2004041,2004054
3190431,2004041,2004054
3190432,2004041,2004054
3190433,2004041,2004054
3190434,2004041,2004054
3190435,2004041,2004054
3190436,2004041,2004054
3190437,2004041,2004054
3190438,2004041,2004054
3190439,2004054,2004056
3190440,2004054,2004056
3190441,2004054,2004056
3190442,2004054,2004056
3190443,2004054,2004056
3190444,2004054,2004056
3190445,2004054,2004056
3190446,2004054,2004056
3190447,2004054,2004056
3190448,2004054,2004056
3190449,2004054,2004056
3190450,2004054,2004056
3190452,2004054,2004056
3190453,2004056,2004057
3190454,2004056,2004057
3190455,2004056,2004057
3190456,2004056,2004057
3190457,2004056,2004057
3190458,2004056,2004057
3190459,2004056,2004057
3190460,2004056,2004057
3190461,2004056,2004057
3190462,2004056,2004057
3190463,2004056,2004057
3190464,2004056,2004057
3190466,2004056,2004057
3190468,2004057,2004061
3190469,2004057,2004061
3190470,2004057,2004061
3190471,2004057,2004061
3190472,2004057,2004061
3190473,2004057,2004061
3190474,2004057,2004061
3190475,2004057,2004061
3190476,2004057,2004061
3190477,2004057,2004061
3190478,2004057,2004061
3190479,2004057,2004061
3190480,2004057,2004061
3190481,2004057,2004061
3190482,2004057,2004061
3190483,2004061,2004062
3190484,2004061,2004062
3190485,2004061,2004062
3190486,2004061,2004062
3190487,2004061,2004062
3190488,2004061,2004062
3190489,2004061,2004062
3190490,2004061,2004062
3190491,2004061,2004062
3190492,2004061,2004062
3190493,2004061,2004062
3190494,2004061,2004062
3190495,2004061,2004062
3190496,2004061,2004062
3190497,2004061,2004062
3190498,2004062,2004064
3190499,2004062,2004064
3190500,2004062,2004064
3190501,2004062,2004064
3190502,2004062,2004064
3190503,2004062,2004064
3190504,2004062,2004064
3190505,2004062,2004064
3190506,2004062,2004064
3190507,2004062,2004064
3190508,2004062,2004064
3190509,2004062,2004064
3190510,2004062,2004064
3190511,2004062,2004064
3190512,2004062,2004064
3190513,2004064,2004065
3190514,2004064,2004065
3190515,2004064,2004065
3190516,2004064,2004065
3190517,2004064,2004065
3190518,2004064,2004065
3190519,2004064,2004065
3190520,2004064,2004065
3190521,2004064,2004065
3190522,2004064,2004065
3190523,2004064,2004065
3190524,2004064,2004065
3190525,2004064,2004065
3190526,2004064,2004065
3190527,2004064,2004065
3190528,2004065,2004066
3190529,2004065,2004066
3190531,2004065,2004066
3190532,2004065,2004066
3190533,2004065,2004066
3190534,2004065,2004066
3190535,2004065,2004066
3190536,2004065,2004066
3190537,2004065,2004066
3190538,2004066,2004070
3190539,2004066,2004070
3190540,2004066,2004070
3190541,2004066,2004070
3190542,2004066,2004070
3190543,2004066,2004070
3190544,2004066,2004070
3190545,2004066,2004070
3190546,2004066,2004070
3190547,2004066,2004070
3190548,2004066,2004070
3190549,2004066,2004070
3190550,2004066,2004070
3190551,2004066,2004070
3190552,2004070,2004071
3190553,2004070,2004071
3190554,2004070,2004071
3190556,2004070,2004071
3190557,2004070,2004071
3190558,2004070,2004071
3190559,2004070,2004071
3190560,2004070,2004071
3190561,2004070,2004071
3190562,2004070,2004071
3190563,2004070,2004071
3190564,2004070,2004071
3190565,2004071,2004073
3190566,2004071,2004073
3190567,2004071,2004073
3190568,2004071,2004073
3190569,2004071,2004073
3190570,2004071,2004073
3190571,2004071,2004073
3190572,2004071,2004073
3190573,2004071,2004073
3190574,2004071,2004073
3190575,2004071,2004073
3190576,2004071,2004073
3190577,2004071,2004073
3190578,2004071,2004073
3190579,2004071,2004073
3190580,2004073,2004077
3190581,2004073,2004077
3190582,2004073,2004077
3190583,2004073,2004077
3190584,2004073,2004077
3190585,2004073,2004077
3190586,2004073,2004077
3190587,2004073,2004077
3190588,2004073,2004077
3190589,2004073,2004077
3190590,2004073,2004077
3190591,2004073,2004077
3190592,2004073,2004077
3190593,2004073,2004077
3190594,2004073,2004077
3190595,2004082,2004084
3190596,2004082,2004084
3190597,2004082,2004084
3190598,2004082,2004084
3190599,2004082,2004084
3190600,2004082,2004084
3190602,2004082,2004084
3190603,2004082,2004084
3190604,2004082,2004084
3190605,2004082,2004084
3190606,2004082,2004084
3190607,2004082,2004084
3190608,2004086,2004084
3190609,2004086,2004084
3190610,2004086,2004084
3190611,2004086,2004084
3190612,2004086,2004084
3190613,2004086,2004084
3190614,2004086,2004084
3190615,2004086,2004084
3190616,2004086,2004084
3190617,2004086,2004084
3190618,2004086,2004084
3190619,2004086,2004084
3190620,2004086,2004084
3190621,2004091,2004092
3190622,2004091,2004092
3190623,2004091,2004092
3190624,2004091,2004092
3190625,2004091,2004092
3190626,2004091,2004092
3190627,2004091,2004092
3190628,2004091,2004092
3190629,2004091,2004092
3190630,2004091,2004092
3190631,2004091,2004092
3190632,2004091,2004092
3190633,2004091,2004092
3190634,2004092,2004093
3190635,2004092,2004093
3190636,2004092,2004093
3190637,2004092,2004093
3190638,2004092,2004093
3190639,2004092,2004093
3190640,2004092,2004093
3190641,2004092,2004093
3190642,2004092,2004093
3190643,2004092,2004093
3190644,2004092,2004093
3190645,2004092,2004093
3190646,2004092,2004093
3190647,2004093,2006102
3190648,2004093,2006102
3190649,2004093,2006102
3190650,2004093,2006102
3190651,2004093,2006102
3190652,2004093,2006102
3190653,2004093,2006102
3190654,2004093,2006102
3190655,2004093,2006102
3190656,2004093,2006102
3190657,2004093,2006102
3190658,2004093,2006102
3190659,2004093,2006102
3190660,2004093,2006102
3190661,2004093,2006102
3190662,2006102,2006103
3190663,2006102,2006103
3190664,2006102,2006103
3190665,2006102,2006103
3190666,2006102,2006103
3190667,2006102,2006103
3190668,2006102,2006103
3190669,2006102,2006103
3190670,2006102,2006103
3190671,2006102,2006103
3190672,2006102,2006103
3190673,2006102,2006103
3190674,2006102,2006103
3190675,2006102,2006103
3190676,2006103,2006106
3190677,2006103,2006106
3190678,2006103,2006106
3190679,2006103,2006106
3190680,2006103,2006106
3190681,2006103,2006106
3190682,2006103,2006106
3190683,2006103,2006106
3190684,2006103,2006106
3190685,2006103,2006106
3190686,2006103,2006106
3190687,2006103,2006106
3190688,2006103,2006106
3190689,2006103,2006106
3190690,2006103,2006106
3190691,2006107,2006106
3190692,2006107,2006106
3190693,2006107,2006106
3190694,2006107,2006106
3190695,2006107,2006106
3190696,2006107,2006106
3190697,2006107,2006106
3190698,2006107,2006106
3190699,2006107,2006106
3190700,2006107,2006106
3190701,2006107,2006106
3190702,2006107,2006106
3190703,2006107,2006106
3190704,2006107,2006106
3190705,2006107,2006106
3190706,2006107,2006110
3190707,2006107,2006110
3190708,2006107,2006110
3190709,2006107,2006110
3190710,2006107,2006110
3190711,2006107,2006110
3190712,2006107,2006110
3190713,2006107,2006110
3190714,2006107,2006110
3190715,2006107,2006110
3190716,2006107,2006110
3190717,2006107,2006110
3190718,2006107,2006110
3190719,2006107,2006110
3190720,2006107,2006110
3190721,2006110,2006112
3190722,2006110,2006112
3190723,2006110,2006112
3190724,2006110,2006112
3190725,2006110,2006112
3190726,2006110,2006112
3190727,2006110,2006112
3190728,2006110,2006112
3190729,2006110,2006112
3190731,2006110,2006112
3190732,2006110,2006112
3190733,2006110,2006112
3190734,2006110,2006112
3190735,2006113,2006112
3190736,2006113,2006112
3190737,2006113,2006112
3190738,2006113,2006112
3190739,2006113,2006112
3190741,2006113,2006112
3190742,2006113,2006112
3190743,2006113,2006112
3190744,2006113,2006112
3190745,2006113,2006112
3190746,2006113,2006112
3190749,2006113,2006112
3190750,2006113,2006114
3190752,2006113,2006114
3190753,2006113,2006114
3190754,2006113,2006114
3190755,2006113,2006114
3190756,2006113,2006114
3190757,2006113,2006114
3190758,2006113,2006114
3190759,2006113,2006114
3190760,2006113,2006114
3190761,2006113,2006114
3190762,2006113,2006114
3190763,2006113,2006114
3190764,2006113,2006114
3190765,2006120,2006114
3190766,2006120,2006114
3190767,2006120,2006114
3190768,2006120,2006114
