Ortet,Index,Rank,EBV_dbh,acc_dbh,EBV_brh,acc_brh,EBV_str,acc_str,EBV_den,acc_den,EBV_pme,acc_pme,EBV_dothi,acc_dothi,Female,Male
313719,3165,18,40.77474902,0.876553478,1.724847426,0.905054694,0.545797287,0.883261569,14.86345739,0.947342071,-0.096830902,0.922880274,-9.437562124,0.904933147,2004011,2003318
313003,3149,19,1.180190907,0.866601985,0.592287192,0.902212281,0.186737802,0.882936578,25.09699504,0.943628635,3.093760478,0.920437396,10.16472298,0.914233559,2004020,2003098
399600,3130,20,36.40606786,0.822274893,0.719173163,0.832989196,1.089141588,0.835232303,1.795224793,0.888760935,1.178247293,0.837704005,-10.02742337,0.864801711,268532,880655
875242,3101,21,22.45206529,0.995842859,1.333675243,0.996470271,0.383232508,0.994990955,21.25102572,0.994645163,1.193950176,0.993352405,-12.8861352,0.980454996,268107,268093
397174,3093,22,31.24681401,0.824870293,1.440819946,0.852445893,1.09677499,0.832065502,2.564961572,0.894859207,1.028864248,0.844203767,NA,NA,875242,268539
399004,3090,23,24.58606083,0.818483964,0.393752488,0.827,0.766270982,0.828764743,2.710269983,0.888775562,2.068733045,0.837714152,NA,NA,880740,268041
399167,3069,24,11.12918418,0.819360726,1.166662595,0.831524504,0.261473825,0.832992197,-8.17420468,0.885797381,2.596220135,0.829451023,5.250059014,0.884781329,880618,875054
313491,3063,25,29.83251657,0.856188063,1.66731866,0.898153662,0.372540805,0.878045557,-8.582554909,0.944240965,0.993224966,0.921096086,-0.928894374,0.870551549,2003221,NA
313439,3061,26,34.62159275,0.860580618,0.933427845,0.868918868,0.277588522,0.848500442,0.314896301,0.923756461,0.917435498,0.877287296,-9.993283069,0.909497114,2004010,2004008
399181,3048,27,23.1346626,0.819148949,0.568010873,0.824105576,0.750293281,0.831023465,9.284068734,0.885017514,1.877035743,0.834233181,-11.33838115,0.832651788,268315,880655
313659,3027,28,30.53354499,0.874117841,1.251373201,0.90003611,0.818163954,0.877405266,12.3642871,0.946210336,0.858712397,0.924264032,-13.04090306,0.902492659,2003176,2004024
313547,3007,29,24.82434934,0.87992386,0.957464791,0.910942918,0.51100958,0.893622403,0.814140974,0.948738636,1.569592693,0.928434166,-12.58291043,0.901350653,2004008,2003047
313543,2999,30,26.18435979,0.867287726,0.927553869,0.899255803,0.688037399,0.877949885,-3.294945871,0.946184443,1.603535949,0.920417297,-8.082871438,0.893148924,2004008,2003047
313206,2970,31,17.12869009,0.878625631,1.360715198,0.910227444,0.300128359,0.895660092,20.57634421,0.94901844,1.37893717,0.931049408,-4.264418464,0.90323751,2003163,2003363
399522,2969,32,24.27634997,0.825254506,1.486426924,0.837396561,1.029630156,0.838920139,0.858309138,0.887161767,1.350939644,0.84054982,2.927086375,0.888334396,880656,268041
306102,2958,33,22.42364441,0.756881761,1.463818594,0.78126116,0.143749121,0.769102074,-6.4552378,0.802041769,1.413188806,0.792118678,NA,NA,887806,268005
3181200,2953,34,29.31123829,0.742705191,1.131021098,0.804304669,0.643911389,0.756485955,9.084373987,0.81927651,0.94753252,0.723798314,-7.638858247,0.768736626,2003178,2003179
397181,2952,35,19.85983811,0.772992238,1.075330411,0.819107441,-0.093305922,0.798342658,16.66531053,0.879507248,1.324232346,0.807748104,NA,NA,875242,NA
313625,2951,36,30.52682006,0.881015891,1.312113266,0.908739787,0.577143284,0.889587545,-2.122110975,0.948703326,0.947940443,0.930929106,-9.189092617,0.907884905,2004018,2003217
397182,2951,37,11.03828043,0.820195708,1.186828716,0.844897035,0.086308558,0.820043292,26.80542466,0.896703965,1.719990369,0.855869149,NA,NA,875242,875076
313091,2949,38,10.09059018,0.878353004,1.008852367,0.908376574,0.856812783,0.893074465,15.93561587,0.946265819,2.290259033,0.92312946,-2.970398365,0.912743666,2003101,2004020
399272,2949,39,18.53105865,0.824498029,1.090820453,0.832487237,0.53290588,0.83503952,14.8744631,0.883474957,1.588265383,0.833024609,-5.741478529,0.907806147,880740,268532
399064,2941,40,21.7200984,0.823160373,1.456655582,0.833654005,0.055949296,0.835645858,10.11379998,0.884744596,1.103521147,0.835944974,-4.907259279,0.926905605,268530,880728
2006120,2940,41,18.07738892,0.948710704,0.855503061,0.96835066,0.064475941,0.95463658,-1.77065917,0.966441928,1.967582418,0.944678781,0.789075231,0.884321209,888537,NA
314220,2936,42,21.91360554,0.826758127,1.36808339,0.823698367,0.652281237,0.791796691,29.26983832,0.885035593,0.90988322,0.828942097,-13.05956799,0.863203336,2003400,2004078
314229,2930,43,23.78377318,0.776860991,1.339747811,0.759542626,0.747078952,0.7411626,20.87279923,0.830140952,0.972742257,0.775006452,-9.52487292,0.795773209,2003400,2004078
313658,2929,44,37.0540215,0.877412104,1.124077443,0.907763185,0.537953134,0.88992303,9.960464114,0.947627564,0.334621221,0.927779607,-11.11782798,0.895491485,2003176,2004024
